name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston	, Texas",2023-03-20,55.6,44.3,50.8,55.6,38.2,49.1,32.8,50.5,0,0,0,,0,0,32.2,19.6,116.5,1025.6,75.3,9.9,43.7,3.5,2,10,2023-03-20T07:25:27,2023-03-20T19:32:55,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-21,71.9,55.5,65.4,71.9,55.5,65.4,58.7,79.7,0,0,0,,0,0,37.4,25.6,146.3,1018.2,99.5,7.3,30,2.6,2,10,2023-03-21T07:24:15,2023-03-21T19:33:31,0,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-22,79.3,68.3,72.9,79.3,68.3,72.9,66.4,81,0,0,0,,0,0,33.7,22.5,167.2,1017.8,92.4,6.2,97.9,8.4,9,10,2023-03-22T07:23:03,2023-03-22T19:34:08,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-23,82.1,71,74.3,83.8,71,74.4,68.1,82.2,0,0,0,,0,0,35.3,23.1,161.6,1015.4,91.6,5,85.1,7.3,4,30,2023-03-23T07:21:50,2023-03-23T19:34:44,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-24,79.9,71.7,74.3,79.9,71.7,74.3,70.1,86.8,0.005,100,8.33,rain,0,0,33.7,22.1,178.7,1008,90,5,33.4,2.8,2,60,2023-03-24T07:20:38,2023-03-24T19:35:20,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-25,84.5,69.3,75.9,81.4,69.3,75.1,45.7,45.6,0,0,0,,0,0,21.9,14.9,306.5,1010.3,44.2,8.2,147,12.8,9,30,2023-03-25T07:19:26,2023-03-25T19:35:56,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-26,82.5,64.2,72,85.6,64.2,72.4,61.9,74.7,0.006,100,8.33,rain,0,0,23,12.5,156.2,1009.7,90.7,5.4,36.1,3.2,3,60,2023-03-26T07:18:14,2023-03-26T19:36:32,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-27,74.4,66.3,70.3,74.4,66.3,70.3,67.2,90.4,0,0,0,,0,0,17.2,11.7,36.7,1013.5,97.4,3.6,22.7,1.8,1,30,2023-03-27T07:17:02,2023-03-27T19:37:08,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-28,73.7,66.3,70,73.7,66.3,70,51.7,54.5,0.077,100,12.5,rain,0,0,33.3,20.7,13.4,1019.4,62.3,9.9,47,4,3,10,2023-03-28T07:15:50,2023-03-28T19:37:44,0.25,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-29,66.1,59.2,62.7,66.1,59.2,62.7,44.8,52.7,0.001,100,4.17,rain,0,0,25.3,16.7,91.7,1020.6,94.7,9.9,28.3,2.5,2,10,2023-03-29T07:14:38,2023-03-29T19:38:19,0.26,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-30,77.2,60.9,69.4,77.2,60.9,69.4,65.1,86.3,0,0,0,,0,0,34.4,19.9,133.8,1016.3,95.6,7,29.3,2.5,2,30,2023-03-30T07:13:26,2023-03-30T19:38:55,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-03-31,81.1,71.8,76.1,83.8,71.8,76.6,69.3,80.9,0,0,0,,0,0,40.8,22.6,177.8,1013.5,73.9,6.5,93.8,8,5,30,2023-03-31T07:12:15,2023-03-31T19:39:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-01,86.3,71.5,77.9,83.1,71.5,76.8,52.8,54.8,0.001,100,4.17,rain,0,0,18.3,11,36,1017.9,51.6,7.3,100.1,8.7,5,60,2023-04-01T07:11:03,2023-04-01T19:40:07,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-02,82.5,69.7,75,84.7,69.7,75.6,66.2,75.3,0,0,0,,0,0,30.5,24,155.2,1013.4,87.2,7.3,37,3.2,2,60,2023-04-02T07:09:52,2023-04-02T19:40:42,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-03,83.4,73.5,77.1,86.5,73.5,78,70.2,80.3,0,0,0,,0,0,25.8,20.6,179,1008.2,92.1,6.6,63,5.2,3,60,2023-04-03T07:08:42,2023-04-03T19:41:18,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-04,80.8,73.5,77,84.9,73.5,77.7,71.3,83,0,0,0,,0,0,34,25.7,166.3,1005.9,96.8,5.1,28.6,2.6,1,60,2023-04-04T07:07:31,2023-04-04T19:41:54,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-05,80.6,59.2,71.1,84.7,59.2,71.3,66.3,84.9,0.255,100,37.5,rain,0,0,31.1,20.7,129.9,1011.4,96.5,5.1,17.5,1.5,1,60,2023-04-05T07:06:21,2023-04-05T19:42:30,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-06,64.6,54,59.7,64.6,54,59.7,56.9,90.7,0.171,100,37.5,rain,0,0,37.9,27.2,23,1017.7,99.7,7,15.4,1.3,1,10,2023-04-06T07:05:11,2023-04-06T19:43:06,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-07,59.9,55.5,57.3,59.9,55.5,57.3,56.6,97.6,0.605,100,58.33,rain,0,0,32.6,18.3,13.6,1019.1,98.7,3.7,12.6,1,1,10,2023-04-07T07:04:01,2023-04-07T19:43:42,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-08,69.9,53.9,60.1,69.9,53.9,60.1,55.9,87.3,0.003,100,4.17,rain,0,0,21.9,14.9,350.7,1018.9,98.3,5.9,49.2,4.3,3,10,2023-04-08T07:02:52,2023-04-08T19:44:18,0.59,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-09,71.9,60.8,66.2,71.9,60.8,66.2,58.3,76.5,0,0,0,,0,0,16.1,13,54.8,1020.5,77.7,9.2,51.4,4.5,2,10,2023-04-09T07:01:43,2023-04-09T19:44:54,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-10,68.3,59.2,63.9,68.3,59.2,63.9,56.8,78.2,0,0,0,,0,0,19.7,13.8,57.9,1022.5,85.2,9.1,37.3,3.1,2,10,2023-04-10T07:00:35,2023-04-10T19:45:30,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-11,75.4,60.9,67.6,75.4,60.9,67.6,53.4,62.8,0,0,0,,0,0,19.8,12.9,45.3,1021.2,53.4,9.4,103.3,8.9,6,10,2023-04-11T06:59:27,2023-04-11T19:46:06,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-12,76.4,58.8,66,76.4,58.8,66,56.6,73,0.065,100,8.33,rain,0,0,27.6,14.6,87.2,1017,55.2,8.5,77.3,6.7,6,10,2023-04-12T06:58:20,2023-04-12T19:46:42,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-13,77.3,58.5,67.7,77.3,58.5,67.7,54.1,64.3,0,0,0,,0,0,25.3,13.6,105.8,1010.7,47.3,8.8,96.8,8.2,6,10,2023-04-13T06:57:13,2023-04-13T19:47:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-14,76.1,63.8,70.8,76.1,63.8,70.8,63.8,79.1,0,0,0,,0,0,28.2,21.1,157,1008.9,75.7,7.6,40.5,3.4,4,60,2023-04-14T06:56:06,2023-04-14T19:47:55,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-15,87,71.6,78.5,90.7,71.6,80.3,68.6,74,0.034,100,16.67,rain,0,0,36,22.1,215.1,1010.1,75.1,6.2,92.4,7.9,4,100,2023-04-15T06:55:01,2023-04-15T19:48:32,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-16,74.1,59.3,67.9,74.1,59.3,67.9,38.8,36.7,0,0,0,,0,0,34.2,18.9,2.8,1020.7,15.9,9.1,98.1,8.4,5,10,2023-04-16T06:53:56,2023-04-16T19:49:08,0.88,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-17,75.3,58.1,66.7,75.3,58.1,66.7,38.2,36.6,0,0,0,,0,0,23,18,110.4,1019.3,33.9,8.9,99.4,8.5,4,10,2023-04-17T06:52:51,2023-04-17T19:49:45,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-18,79.1,61.3,69,79.1,61.3,69,58,69.2,0.009,100,12.5,rain,0,0,35.9,24.8,154.1,1013.8,70.5,8.7,71,6,4,10,2023-04-18T06:51:47,2023-04-18T19:50:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,72244012918,KMCJ,72243012960,D0326"
"Houston	, Texas",2023-04-19,81,66.1,73.2,81.8,66.1,73.3,64.1,75.5,0,0,0,,0,0,33.4,24.2,152.5,1013.2,70.6,6.1,85.5,7.3,5,30,2023-04-19T06:50:44,2023-04-19T19:50:59,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-20,77.1,70.1,73.9,77.1,70.1,73.9,68.1,82.6,0,0,0,,0,0,29.1,19.6,143.4,1013.7,98.8,4.9,25.2,2.2,1,30,2023-04-20T06:49:42,2023-04-20T19:51:36,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-21,78.9,64.5,71.1,78.9,64.5,71.1,63.1,77.1,0.408,100,33.33,rain,0,0,34.1,22.9,358.5,1012.6,81,7.8,77.3,6.7,5,30,2023-04-21T06:48:40,2023-04-21T19:52:13,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-22,75.5,62.4,69.2,75.5,62.4,69.2,47.7,47.8,0,0,0,,0,0,32.8,23.2,108.5,1013.6,41.5,9.1,146.9,12.5,6,10,2023-04-22T06:47:39,2023-04-22T19:52:51,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-23,67.7,57.5,61.8,67.7,57.5,61.8,52,70.6,0.023,100,16.67,rain,0,0,27.7,18,67.8,1014.5,72.3,8.7,16.2,1.6,1,10,2023-04-23T06:46:39,2023-04-23T19:53:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-04-24,71.8,55.4,62.6,71.8,55.4,62.6,49.9,64.3,0,0,0,,0,0,24.2,15.9,81,1016.3,92.7,9.4,92,7.8,4,10,2023-04-24T06:45:39,2023-04-24T19:54:06,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-25,77.1,62.5,69.2,77.1,62.5,69.2,59.5,71.7,0,0,0,,0,0,27.7,20.1,115.2,1012.8,87.7,8.2,55.4,4.8,3,30,2023-04-25T06:44:41,2023-04-25T19:54:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-26,80.2,68,73.1,82.8,68,73.2,67.7,83.9,0.001,100,4.17,rain,0,0,28.9,19.5,127,1010.1,97.1,5.5,75.3,6.1,5,60,2023-04-26T06:43:43,2023-04-26T19:55:21,0.21,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-27,75.5,61.7,69.4,75.5,61.7,69.4,61.5,77.4,0.414,100,37.5,rain,0,0,32.6,19.5,352.4,1009.9,76.1,7.3,84.5,7.2,6,60,2023-04-27T06:42:46,2023-04-27T19:55:59,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-28,82.5,62.3,71.6,82.2,62.3,71.6,59.4,67.1,0.104,100,8.33,rain,0,0,31.5,19.7,133.1,1009.2,27.8,8.6,95,8.1,4,30,2023-04-28T06:41:50,2023-04-28T19:56:37,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-29,68.4,57.4,63.3,68.4,57.4,63.3,50.8,65.6,0.028,100,4.17,rain,0,0,38.6,25.7,319.3,1011.4,69.9,9.4,72.2,6.2,6,10,2023-04-29T06:40:55,2023-04-29T19:57:15,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-04-30,83.4,58.2,70.8,81.4,58.2,70.4,46.6,44.1,0,0,0,,0,0,19.7,12.1,256.2,1012.4,16.4,9.5,151.5,12.9,7,10,2023-04-30T06:40:01,2023-04-30T19:57:53,0.34,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-01,84,63.8,73.5,83.1,63.8,73.4,57.7,60.3,0,0,0,,0,0,20.8,13.7,158.7,1011,13.6,8.9,199.5,17.1,9,10,2023-05-01T06:39:08,2023-05-01T19:58:31,0.37,Clear,Clear conditions throughout the day.,clear-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-02,80.7,67.7,73.2,82,67.7,73.2,64.9,77.3,0,0,0,,0,0,18.3,13.8,133,1012.1,51.7,7.7,68.6,6,4,5,2023-05-02T06:38:16,2023-05-02T19:59:10,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-03,83.2,67.7,74.5,82.2,67.7,74.3,60.4,65.7,0,0,0,,0,0,24.2,13.9,124,1013.2,32.5,8.8,178.2,15.3,7,10,2023-05-03T06:37:25,2023-05-03T19:59:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-04,81.6,67.8,74.3,84.6,67.8,74.7,68.3,82,0,0,0,,0,0,25,20,141.4,1012.4,96.5,7.1,73.7,6.3,7,60,2023-05-04T06:36:35,2023-05-04T20:00:26,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-05,89.9,74.7,80.4,96.3,74.7,83.4,73.1,80.1,0,0,0,,0,0,27.7,20,169.6,1011.7,73.9,4.4,123.9,10.7,7,100,2023-05-05T06:35:46,2023-05-05T20:01:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-06,88,69.7,78.7,96.4,69.7,81.3,71.3,78.9,0.025,100,8.33,rain,0,0,37.9,20.8,144.4,1014,85.7,5.4,99.9,8.5,6,100,2023-05-06T06:34:58,2023-05-06T20:01:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-07,77.2,73.7,75.9,77.2,73.7,75.9,72.8,90.3,0.224,100,29.17,rain,0,0,36.3,22.3,143.6,1014.8,64.6,3.8,38.8,3.3,3,75,2023-05-07T06:34:11,2023-05-07T20:02:22,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-08,84.2,70.9,77.1,88.7,70.9,78.2,71,82.3,0.039,100,12.5,rain,0,0,46.1,26.4,140.1,1013.4,83.8,4.7,59.2,5.1,3,75,2023-05-08T06:33:26,2023-05-08T20:03:00,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-09,78.3,67.2,73.6,78.3,67.2,73.6,69.3,86.8,0.239,100,20.83,rain,0,0,29.8,16.7,145.4,1013,67.6,5.2,68.9,5.8,5,75,2023-05-09T06:32:41,2023-05-09T20:03:38,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-10,74.4,66.3,71.1,74.4,66.3,71.1,68.1,90.4,0.974,100,50,rain,0,0,23,14.6,136.3,1011.5,93.4,6.8,52.7,4.5,2,30,2023-05-10T06:31:58,2023-05-10T20:04:17,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-11,86.1,72.7,79.3,92.1,72.7,81.2,72.7,81.5,0,0,0,,0,0,24.2,17.7,149.7,1010.1,81.7,7.2,151.3,13.2,7,100,2023-05-11T06:31:16,2023-05-11T20:04:55,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-12,86.3,77.1,80.6,93.7,77.1,83.1,73.8,80.7,0.002,100,8.33,rain,0,0,30.2,20.5,141.9,1012.6,86.5,6.7,159,13.6,8,100,2023-05-12T06:30:35,2023-05-12T20:05:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-13,80.2,71.7,76.3,84,71.7,76.5,71.9,86.4,0.149,100,45.83,rain,0,0,27.7,18.9,127.6,1014.4,84.3,7.5,64.3,5.4,3,75,2023-05-13T06:29:55,2023-05-13T20:06:11,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-14,83.3,68.5,75.4,87.6,68.5,76.5,70.8,86.4,0.963,100,66.67,rain,0,0,36.9,22.3,153.8,1017.2,76.3,7.1,126.9,11.2,8,30,2023-05-14T06:29:17,2023-05-14T20:06:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-15,86.6,73.3,78.6,90.9,73.3,80.1,71,78.8,0.01,100,4.17,rain,0,0,24.2,13.2,103.2,1019.6,67.8,8.8,139.3,12,7,60,2023-05-15T06:28:40,2023-05-15T20:07:27,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-16,86.5,71.6,76.7,88.1,71.6,77.2,67.4,74.6,0.031,100,4.17,rain,0,0,57.5,15.4,295.5,1015.9,52.2,9.7,172,14.8,10,60,2023-05-16T06:28:04,2023-05-16T20:08:05,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-17,86.1,69.5,77.1,86.3,69.5,77.3,64,66.9,0,0,0,,0,0,18.3,11.4,341.8,1011.6,59.6,9.9,163.6,14,8,30,2023-05-17T06:27:29,2023-05-17T20:08:43,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-18,88.4,71.4,79.4,88.8,71.4,80.1,64.6,62.2,0,0,0,,0,0,21.9,12.1,114.6,1012.5,41.7,9.9,212.9,18.3,9,60,2023-05-18T06:26:56,2023-05-18T20:09:20,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-19,91.3,73.9,81.2,92.7,73.9,82.4,67.9,66.1,0,0,0,,0,0,24.2,15.8,198.8,1015,42.5,9.9,231.2,19.9,10,60,2023-05-19T06:26:24,2023-05-19T20:09:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-20,88.6,75.1,80.4,90.7,75.1,81.5,67.6,66.7,0.003,100,4.17,rain,0,0,20.7,13.7,327,1017.3,51.2,9.8,156.3,13.5,9,30,2023-05-20T06:25:53,2023-05-20T20:10:34,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-21,79.1,69.9,74.1,79.1,69.9,74.1,65,73.6,0,0,0,,0,0,17.2,12.4,22.9,1017.1,85.6,9.6,30.8,2.6,1,10,2023-05-21T06:25:24,2023-05-21T20:11:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-05-22,84.5,70,76.6,84.8,70,76.8,62.9,64.3,0,0,0,,0,0,9.8,10.4,64.7,1014.7,85.5,9.2,49,4.1,3,30,2023-05-22T06:24:56,2023-05-22T20:11:47,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-05-23,87.8,73.1,79.3,89.4,73.1,80,66.1,65.6,0,0,0,,0,0,34.4,10.7,42,1013.4,69.6,8.7,61.2,5.2,3,30,2023-05-23T06:24:29,2023-05-23T20:12:23,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-05-24,86.1,72,79,87,72,79.5,63.7,60.5,0,0,0,,0,0,20.8,11.3,45.9,1012.6,54.8,9.5,97.3,8.2,8,30,2023-05-24T06:24:04,2023-05-24T20:12:58,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960"
"Houston	, Texas",2023-05-25,85.6,69.9,77.7,85.3,69.9,77.9,63.6,63.6,0,0,0,,0,0,17.2,12.3,61.4,1012.6,42,9.7,190.8,16.2,10,10,2023-05-25T06:23:40,2023-05-25T20:13:33,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,E6288,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-26,88,73.1,80.4,85.7,73.1,79.8,59.9,52.9,0,0,0,,0,0,20.8,11.6,52.9,1014.4,34.3,9.4,214.4,18.6,9,10,2023-05-26T06:23:18,2023-05-26T20:14:08,0.23,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
"Houston	, Texas",2023-05-27,88,74.3,80.2,86.5,74.3,80.1,63.3,59.3,0,0,0,,0,0,15,9,116,1015.6,65.5,9.3,153.9,13.3,6,10,2023-05-27T06:22:56,2023-05-27T20:14:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHOU,72059400188,KIAH,KMCJ,72244012918,72243012960,D0326"
